entry_time,exit_time,direction,entry_price,exit_price,position_size_usd,pnl,regime,active_branch,gmm_subregime,confidence,exit_reason,meta_probability,meta_margin,regime_confidence,risk_level,behavioral_anomaly,sl_distance_pct,tp_distance_pct,designed_rr,predicted_volatility,realized_volatility,atr_14,bars_held,max_adverse_excursion,max_favorable_excursion,policy_warnings
2026-03-26 12:20:00+00:00,2026-03-26 13:40:00+00:00,SHORT,2069.99298,2079.834769120462,599.498786280872,-3.391293217851191,trending_low_vol,trend,trend_continuation,0.6148563623428345,SL_HIT,0.6148563623428345,0.46777233481407166,0.9968887226709554,HIGH_RISK,False,0.47545036217766207,0.7347179792242416,1.5999999999999999,0.002687788,0.20850751137540438,3.853907648184863,15,-7.657020000000102,2.682980000000043,"SOFT: drawdown 69.01% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-26 23:00:00+00:00,2026-03-26 23:25:00+00:00,LONG,2068.2068,2057.435092781656,719.0718016177085,-4.390387059625643,trending_low_vol,trend,trend_exhaustion,0.6318703889846802,SL_HIT,0.6318703889846802,0.5402494668960571,0.9973594296218118,HIGH_RISK,False,0.52082350847817,0.8073202133051114,1.6,0.0028443744,0.17377626066500942,4.22596288733774,4,-9.526800000000094,0.0,"GMM: trend_exhaustion -> 60% risk reduction,SOFT: drawdown 69.33% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-27 01:15:00+00:00,2026-03-27 03:05:00+00:00,LONG,2068.956875,2058.3351675867366,653.4942758081373,-3.9414068060820346,trending_low_vol,trend,trend_continuation,0.5768082737922668,SL_HIT,0.5768082737922668,0.30968454480171204,0.9675209040642571,HIGH_RISK,False,0.5133846694249375,0.7954180708199486,1.6,0.0029750427,0.19113056322042266,4.165932965305366,21,-2.2568750000000364,5.853125000000091,"SOFT: 3.0 consecutive losses -> 50% risk reduction,SOFT: drawdown 69.94% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-27 07:05:00+00:00,2026-03-27 07:10:00+00:00,SHORT,2058.8040990000004,2066.544250387145,959.7025725574093,-4.473574224706942,trending_low_vol,trend,trend_continuation,0.6698927879333496,SL_HIT,0.6698927879333496,0.7077003717422485,0.9999735349613205,NO_TRADE,False,0.3759537583446679,0.5755234130914486,1.6,0.0023980592,0.13009599534441885,3.013700154857828,0,0.0,0.0,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,SOFT: drawdown 69.04% -> 30% risk factor"
2026-03-27 08:10:00+00:00,2026-03-27 08:35:00+00:00,SHORT,2061.7938,2045.2431105105825,534.1849610800931,3.8094540146236615,trending_low_vol,trend,trend_continuation,0.6143028140068054,TP_HIT,0.6143028140068054,0.4654352366924286,0.9980777246576418,HIGH_RISK,False,0.5179594550573404,0.8027325278317083,1.5999999999999999,0.003101897,0.23362234212156183,4.189222372354406,4,0.0,8.44380000000001,"SOFT: drawdown 69.04% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-28 12:25:00+00:00,2026-03-28 12:35:00+00:00,SHORT,2000.609919,1992.4250806639757,1592.1224465107823,5.083992640839934,trending_low_vol,trend,trend_continuation,0.6623668074607849,TP_HIT,0.6623668074607849,0.6738592386245728,0.999812375654041,HIGH_RISK,False,0.27194984556182566,0.40911715263890547,1.6,0.0017407185,0.07841429544720886,2.096229834006068,1,0.0,3.7599190000000817,"TREND: SHORT against bullish ema_50 -> 50% reduction,SOFT: drawdown 69.70% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-28 17:10:00+00:00,2026-03-28 17:30:00+00:00,SHORT,2022.7977,2016.8809582467684,232.84197800396103,0.4718522718682124,sideways_low_vol,meanrev,trend_continuation,0.7192770838737488,TP_HIT,0.7192770838737488,0.940878689289093,0.6700825127882121,HIGH_RISK,False,0.7360103389358112,0.2925028910815793,0.4166666666666667,0.0024655948,0.19312297515913313,3.2598290062759956,3,0.0,2.5277000000000953,"REGIME: sideways_low_vol -> 60% sizing (mean-reversion),GMM: false_signal -> 70% risk reduction,SOFT: drawdown 69.71% -> 30% risk factor,SOFT: vol_percentile 0.79 -> widened SL, reduced size,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-28 20:00:00+00:00,2026-03-28 21:20:00+00:00,LONG,2022.8122609999998,2018.0378669686284,1106.1037256056786,-3.6048974187923077,trending_low_vol,trend,trend_initiation,0.6936978697776794,SL_HIT,0.6936978697776794,0.8174644708633423,0.9842255879555452,NO_TRADE,False,0.2360275406384566,0.3516466647615662,1.6,0.0016512016,0.11293209224282992,1.8288532125485943,15,-3.4122609999997167,1.7777390000001105,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,SOFT: drawdown 69.71% -> 30% risk factor"
2026-03-29 03:10:00+00:00,2026-03-29 03:15:00+00:00,SHORT,2006.489331,2012.450519482223,850.9456113139337,-3.295235793146505,trending_low_vol,trend,trend_exhaustion,0.7442634701728821,SL_HIT,0.7442634701728821,1.0682475566864014,0.999958697463891,HIGH_RISK,False,0.2970954487583543,0.4493501177533306,1.6,0.0018079584,0.1467421008960773,2.3042077928891382,0,0.0,0.0,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,TREND: SHORT against bullish ema_50 -> 50% reduction,GMM: trend_exhaustion -> 60% risk reduction,SOFT: drawdown 69.72% -> 30% risk factor"
2026-03-29 08:05:00+00:00,2026-03-29 09:30:00+00:00,SHORT,2004.229557,1995.3677315165994,959.1542846979031,3.3798418736656326,trending_low_vol,trend,trend_continuation,0.5717417597770691,TP_HIT,0.5717417597770691,0.2889610528945923,0.9999704377357431,HIGH_RISK,False,0.2925992574874234,0.44215621171984876,1.5999999999999999,0.001881066,0.13014418878856937,2.2655671208501675,16,-0.720442999999932,3.54955700000005,"TREND: SHORT against bullish ema_50 -> 50% reduction,SOFT: drawdown 69.12% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
