entry_time,exit_time,direction,entry_price,exit_price,position_size_usd,pnl,regime,active_branch,gmm_subregime,confidence,exit_reason,meta_probability,meta_margin,regime_confidence,risk_level,behavioral_anomaly,sl_distance_pct,tp_distance_pct,designed_rr,predicted_volatility,realized_volatility,atr_14,bars_held,max_adverse_excursion,max_favorable_excursion,policy_warnings
2026-03-26 11:55:00+00:00,2026-03-26 14:55:00+00:00,LONG,87.51875100000001,87.48,511.1721511031953,-0.6862753468781808,trending_low_vol,trend,trend_continuation,0.6045923829078674,TIME_BARRIER,0.6045923829078674,0.42463719844818115,0.9988803762962292,HIGH_RISK,False,0.5483982632364044,0.8514398209182782,1.6,0.0034600832,0.24453601341588938,0.18848012419607812,36,-0.26875100000000884,0.5512489999999843,"TREND: LONG against bearish ema_50 -> 50% reduction,SOFT: 3.0 consecutive losses -> 50% risk reduction,SOFT: drawdown 74.98% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-28 02:05:00+00:00,2026-03-28 02:30:00+00:00,LONG,82.778277,82.32241586789674,494.8772405557552,-3.1693227711428293,trending_low_vol,trend,trend_continuation,0.5806590914726257,SL_HIT,0.5806590914726257,0.32547956705093384,0.9237025350805732,HIGH_RISK,False,0.5507014021362945,0.8551248431580828,1.5999999999999999,0.0029449991,0.2525705595549244,0.17903365284130407,4,-0.2982769999999988,0.0,"SOFT: drawdown 77.18% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-28 03:30:00+00:00,2026-03-28 05:10:00+00:00,LONG,82.598259,82.32087376504222,617.8332225015074,-2.629848146791961,trending_low_vol,trend,trend_continuation,0.6775413155555725,SL_HIT,0.6775413155555725,0.7424957156181335,0.9999629489582359,NO_TRADE,False,0.33582455407174694,0.5113218862548323,1.6,0.0021538227,0.202241965101221,0.10765049398311154,19,-0.23825899999999933,0.041741000000001804,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,TREND: LONG against bearish ema_50 -> 50% reduction,SOFT: drawdown 77.40% -> 30% risk factor"
2026-03-28 11:40:00+00:00,2026-03-28 12:35:00+00:00,SHORT,82.941705,82.55822072800787,796.9336317597168,2.969256402279494,trending_low_vol,trend,trend_continuation,0.7224729657173157,TP_HIT,0.7224729657173157,0.9567615985870361,0.9999823499176295,HIGH_RISK,False,0.3052228610384751,0.462353977401515,1.6,0.0020320658,0.15674947943388357,0.09794481799803267,10,-0.1582949999999954,0.13170499999999663,"SOFT: drawdown 77.86% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-29 03:10:00+00:00,2026-03-29 03:15:00+00:00,LONG,82.668266,83.16306712947912,671.4771048825716,3.4127078820414156,trending_low_vol,trend,trend_exhaustion,0.7166250348091125,TP_HIT,0.7166250348091125,0.9277817606925964,0.9999826192105705,HIGH_RISK,False,0.39033473367454385,0.5985381736192632,1.6,0.0031723524,0.18609130038554447,0.1257667823697817,0,0.0,0.0,"GMM: trend_exhaustion -> 60% risk reduction,SOFT: drawdown 78.74% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-29 04:10:00+00:00,2026-03-29 05:00:00+00:00,LONG,82.918291,82.61024766365051,550.7577284610965,-2.5407364004940063,trending_low_vol,trend,trend_continuation,0.5879903435707092,SL_HIT,0.5879903435707092,0.3556637763977051,0.9998397645980686,NO_TRADE,False,0.3715022736653904,0.5684062376046615,1.6,0.002358472,0.2269576984866102,0.11990093453979456,9,-0.2282909999999987,0.0,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,SOFT: drawdown 78.74% -> 30% risk factor"
2026-03-29 08:20:00+00:00,2026-03-29 11:20:00+00:00,SHORT,82.381761,82.51,680.124232291359,-1.6713518591811964,trending_low_vol,trend,trend_continuation,0.5945085883140564,TIME_BARRIER,0.5945085883140564,0.38263553380966187,0.9999219855060548,HIGH_RISK,False,0.39307711563017933,0.6029207847482404,1.6,0.0023354848,0.18374135391297605,0.12623393997765534,36,-0.14823900000000378,0.4217610000000036,"SOFT: drawdown 78.31% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-03-30 10:30:00+00:00,2026-03-30 10:35:00+00:00,LONG,83.958395,83.63383209476468,866.9113954617526,-4.129814986164026,trending_low_vol,trend,trend_continuation,0.8591496348381042,SL_HIT,0.8591496348381042,1.8082445859909058,0.9999777081968408,NO_TRADE,False,0.3865758811079118,0.592524009512703,1.6,0.0022761296,0.14412782670303528,0.12646716209412634,0,0.0,0.0,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,TREND: LONG against bearish ema_50 -> 50% reduction,SOFT: drawdown 79.40% -> 30% risk factor"
2026-03-31 06:10:00+00:00,2026-03-31 07:15:00+00:00,LONG,83.358335,82.80984676224435,423.4622791704814,-3.1660558802288894,trending_low_vol,trend,trend_continuation,0.6338380575180054,SL_HIT,0.6338380575180054,0.5487176775932312,0.8688554239624044,HIGH_RISK,False,0.6579884756043277,1.0267841607069532,1.6,0.0036500234,0.29493638236049297,0.21606129510226132,12,-0.3483349999999916,0.03166500000000383,"TREND: LONG against bearish ema_50 -> 50% reduction,SOFT: drawdown 79.00% -> 30% risk factor,SOFT: risk_model=HIGH_RISK -> 50% risk reduction"
2026-04-01 04:45:00+00:00,2026-04-01 05:25:00+00:00,SHORT,83.581641,84.02465242302688,676.322935415081,-4.195227013383313,trending_low_vol,trend,trend_continuation,0.6416081190109253,SL_HIT,0.6416081190109253,0.5823506116867065,0.9366821470724602,NO_TRADE,False,0.5300343684648094,0.8220523892836562,1.5999999999999999,0.0029106387,0.18460834380774124,0.1738609692107482,7,-0.23835899999998844,0.24164100000000133,"SOFT: risk_model=NO_TRADE -> 90% risk reduction,TREND: SHORT against bullish ema_50 -> 50% reduction,SOFT: drawdown 79.44% -> 30% risk factor"
